original_address,lat,lon,formatted,street,housenumber,name,postcode,district,suburb,city,county,confidence_building_level,confidence_city_level,confidence_street_level,state,state_code,country,country_code,confidence,attribution,attribution_license,attribution_url
"Đường Số 12B,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Lắng,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 15,Xã Nhuận Đức,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Calmette,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 22,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lý Thường Kiệt,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Xuân - Trung Chánh 1,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.8547421,106.62547302904596,"Công ty TNHH Dịch vụ Apollo Việt Nam, 1, Tô Ký, Ho Chi Minh City, 70000, Vietnam",Tô Ký,1,Công ty TNHH Dịch vụ Apollo Việt Nam,70000,,,Ho Chi Minh City,Phường Trung Mỹ Tây,0,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Tân Xuân,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Song Hành Quốc Lộ 22,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Hồng Gấm,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Xuân 2,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.87957,106.596054,"2, Đường Tân Xuân 1, HC, Vietnam",Đường Tân Xuân 1,2,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hiệp 36,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.905581,106.595474,"36, Đường Tân Hiệp 31, HC, Vietnam",Đường Tân Hiệp 31,36,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 10,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ấp Đình,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Lơ,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 7,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Sáu,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp 31,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.905581,106.595474,"31, Đường Tân Hiệp 31, HC, Vietnam",Đường Tân Hiệp 31,31,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 48C,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.753314,106.597117,"Đường số 48C, HC, Vietnam",Đường số 48C,,,,,,,Binh Tan,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp 17,Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",10.905581,106.595474,"17, Đường Tân Hiệp 31, HC, Vietnam",Đường Tân Hiệp 31,17,,,,,,Hoc Mon,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Huỳnh Thị Na,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 22,Quận Bình Thạnh,TP. Hồ Chí Minh",10.7674743,106.70137136043542,"Huba Tower, 22, Vo Van Kiet Highway, Ho Chi Minh City, 71010, Vietnam",Vo Van Kiet Highway,22,Huba Tower,71010,Khu phố 5,,Ho Chi Minh City,Phường Bến Thành,,0.2222222222222222,,,,Vietnam,vn,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Long Thuận,Phường Long Phước,Quận 9,TP. Hồ Chí Minh",10.766996928361403,106.9485910590616,"Ho Chi Minh City - Long Thanh - Dau Giay Expressway, Cầu Xéo, Long Thành, 76206, Vietnam",Ho Chi Minh City - Long Thanh - Dau Giay Expressway,,Ho Chi Minh City - Long Thanh - Dau Giay Expressway,76206,,Cầu Xéo,Long Thành,Xã Long Thành,,0.2222222222222222,0.041666666666666664,,,Vietnam,vn,0.041666666666666664,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 11,Phường Long Phước,TP. Hồ Chí Minh(Mới)",10.77505755,106.70571329101662,"Hilton Saigon, 11, Me Linh Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Me Linh Square,11,Hilton Saigon,71006,Khu phố 8,Saigon,Ho Chi Minh City,,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 2,Phường Long Phước,TP. Hồ Chí Minh(Mới)",10.78784235,106.70633518941666,"Saigon Zoo and Botanical Gardens, 2, Ho Chi Minh City, Vietnam",,2,Saigon Zoo and Botanical Gardens,,,,Ho Chi Minh City,,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 28,Quận Bình Thạnh,TP. Hồ Chí Minh",10.77054545,106.70034709888267,"28, Le Cong Kieu Street, Ho Chi Minh City, 71010, Vietnam",Le Cong Kieu Street,28,,71010,Khu phố 3,,Ho Chi Minh City,Phường Bến Thành,,0.2222222222222222,,,,Vietnam,vn,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Quốc Lộ 13,Xã Bàu Bàng,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Xuân Hợp,Phường Phú Hữu,Quận 9,TP. Hồ Chí Minh",14.547003,109.037252,"Đường Đỗ Xuân Hợp, BD, Vietnam",Đường Đỗ Xuân Hợp,,,,,,,Hoai Nhon,,0.027777777777777776,0.027777777777777776,Binh Dinh,BD,Vietnam,vn,0.027777777777777776,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đỗ Xuân Hợp, Phường Bình Trưng Đông - An Phú - Quận 2 (Cũ),Phường An Phú,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Liên Phường Phú Hữu,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường 15,Phường Phú Hữu,Quận 9,TP. Hồ Chí Minh",10.79155,106.79735,"Phường Phú Hữu, HC, Vietnam",,,,,,,Phường Phú Hữu,Quan 8,,0.81,,Ho Chi Minh,HC,Vietnam,vn,0.405,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Xã Tân Nhựt,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Tan Tuc, HC, Vietnam",,,,,,,Tan Tuc,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.12380952380952381,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Phường,Phường Phước Long B,Quận 9,TP. Hồ Chí Minh",10.807241153375848,106.78790264564377,"Đường Liên Phường, Ho Chi Minh City, 71350, Vietnam",Đường Liên Phường,,Đường Liên Phường,71350,,,Ho Chi Minh City,Phường Phước Long,,0.09,0.09,,,Vietnam,vn,0.045,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cây Bài,Xã Phú Hòa Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Lơ,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Văn Hai,Xã Phạm Văn Hai,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tô Ký,Xã Tân Xuân,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 31,Phường Thới An,TP. Hồ Chí Minh(Mới)",10.884602,106.67303,"31, Đường Thạnh Xuân 31, Ho Chi Minh City, HC, Vietnam",Đường Thạnh Xuân 31,31,,,,,Ho Chi Minh City,Quan 8,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Linh Đông - Quận Thủ Đức (Cũ),Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",11.082517,106.688285,"Đường Nguyễn Văn Linh, BI, Vietnam",Đường Nguyễn Văn Linh,,,,,,,Thu Dau Mot,,0.105,0.08505,Bin Duong,BI,Vietnam,vn,0.10633270321361062,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 15,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.7103398,106.5752031,"Co.op Smile, 15, Đường Võ Trần Chí, Ho Chi Minh City, Vietnam",Đường Võ Trần Chí,15,Co.op Smile,,,,Ho Chi Minh City,Xã Tân Nhựt,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Song Hành - Khu Công Nghệ Cao,Phường Tăng Nhơn Phú,TP. Hồ Chí Minh(Mới)",,,,,,,,,,,,,,,,,,,,,,
"Đường Bình Phú, Phường Tam Phú - Quận Thủ Đức (Cũ),Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.7958444,106.74043100241775,"Cục thuế Thành phố Hồ Chí Minh, 63, Vu Tong Phan, Khu phố 5, Ho Chi Minh City, 71108, Vietnam",Vu Tong Phan,63,Cục thuế Thành phố Hồ Chí Minh,71108,,Khu phố 5,Ho Chi Minh City,Phường Bình Trưng,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 100,,Phường Tăng Nhơn Phú A,Quận 9,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Sữa,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường NL21,Phường Thới Hòa,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,71006,,,Ho Chi Minh City,,,0.9,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thới Tam Thôn,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường DL12,Phường Thới Hòa,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,71006,,,Ho Chi Minh City,,,0.9,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường ĐT 750,Xã Trừ Văn Thố,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,Cu Chi,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Phú Đông 12,Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh",10.823195,106.618587,"12, Đướng 12, Ho Chi Minh City, HC, Vietnam",Đướng 12,12,,,,,Ho Chi Minh City,Quan 8,0,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Quy Đức,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Tan Tuc, HC, Vietnam",,,,,,,Tan Tuc,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.12682926829268293,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 1,Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Hưng Long,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Tan Tuc, HC, Vietnam",,,,,,,Tan Tuc,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.12093023255813953,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường A1,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Điểm 2,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Quốc Lộ 22,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Phạm Văn Hai,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Tan Tuc, HC, Vietnam",,,,,,,Tan Tuc,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.11304347826086958,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 1 (Kdc Sông Ông Lớn - Kcn Số 6 - Lô Số 4),Xã Bình Lợi,Huyện Bình Chánh,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Lê Thị Kim,Xã Xuân Thới Sơn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thanh Niên,Xã Phạm Văn Hai,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên ấp 1-2-3,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.6630161,106.651661,"Đường liên ấp 1-2, Dự án mở rộng QL50, HC 71812, Vietnam",Dự án mở rộng QL50,,Đường liên ấp 1-2,71812,,,,Xã Hưng Long,,0.2,0.16200000000000003,Ho Chi Minh,HC,Vietnam,vn,0.08100000000000002,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Tân Thạnh Tây,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 122,Xã Tân Thạnh Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,0.15,,Ho Chi Minh,HC,Vietnam,vn,0.075,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 6D,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 6 (Liên Khu 5 Cũ), Phường Bình Hưng Hòa B,Phường Bình Hưng Hoà B,Quận Bình Tân,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Phạm Văn Cội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Tan Tuc, HC, Vietnam",,,,,,,Tan Tuc,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.11304347826086958,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Nhuận Đức,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Văn Cội,Xã Phạm Văn Cội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Kim Cương,Xã Tân Thạnh Tây,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thị Ngay,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Vĩnh Lộc,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 8,Xã Hòa Phú,Huyện Củ Chi,TP. Hồ Chí Minh",10.975862,106.643846,"Tỉnh lộ 8, HC, Vietnam",Tỉnh lộ 8,,,,,,,Cu Chi,,1,1,Ho Chi Minh,HC,Vietnam,vn,0.6538461538461539,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Nhia,Xã Phước Hiệp,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Rành,Xã Tân An Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 9,Phường Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",10.73049,106.588114,"Đường Số 9, HC, Vietnam",Đường Số 9,,,,,,,Binh Tan,,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Láng The,Xã Tân Thạnh Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,0.15,,Ho Chi Minh,HC,Vietnam,vn,0.075,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bến Súc,Xã An Phú,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Ấp 123,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.7941922,106.5764824,"Đường Liên ấp, Đường Võ Văn Vân, HC 71913, Vietnam",Đường Võ Văn Vân,,Đường Liên ấp,71913,,,,Xã Tân Vĩnh Lộc,,0.2,0.2,Ho Chi Minh,HC,Vietnam,vn,0.1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh Lộ 7,Xã Trung Lập Hạ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 15,Xã Trung An,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quan 8,,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lô 2,Xã Phạm Văn Hai,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hùng Vương,Xã Bình Lợi,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Binh Chanh,,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
